variant,screen_date,ticker,Region,base_score,residual_score,vcp_score,Final_Score,Total_Score
Baseline,2024-12-31,US3,US,0.625,0.75,0.3958333333333333,0.625,-0.02720195925580418
Baseline,2024-12-31,US4,US,0.5,0.5,0.28125,0.5,-0.22195609586951578
Baseline,2024-12-31,US1,US,0.375,0.125,0.2604166666666667,0.375,-0.3578271103933601
Baseline,2024-12-31,JP4.T,JP,1.0,0.875,0.3958333333333333,1.0,0.6102466482390725
Baseline,2024-12-31,JP7.T,JP,0.875,0.75,0.6666666666666666,0.875,0.4917953002968979
Baseline,2024-12-31,JP3.T,JP,0.75,1.0,0.375,0.75,0.41604186315361136
Baseline,2024-12-31,JP1.T,JP,0.625,0.25,0.3541666666666667,0.625,0.16918957766183626
Baseline,2024-12-31,JP6.T,JP,0.5,0.5,0.46875,0.5,0.027432695022581548
Baseline,2024-12-31,JP2.T,JP,0.375,0.625,0.3645833333333333,0.375,-0.20722602360583314
Baseline,2025-03-31,US2,US,1.0,0.875,0.3645833333333333,1.0,0.5634741611488414
Baseline,2025-03-31,US6,US,0.875,0.625,0.5416666666666666,0.875,0.4825325798236457
Baseline,2025-03-31,US7,US,0.75,0.75,0.5833333333333334,0.75,0.44602163967929453
Baseline,2025-03-31,US3,US,0.625,1.0,0.4791666666666667,0.625,0.29958976013299105
Baseline,2025-03-31,US4,US,0.5,0.375,0.2916666666666667,0.5,-0.1750195436302119
Baseline,2025-03-31,US1,US,0.375,0.25,0.3125,0.375,-0.28863442943928636
Baseline,2025-03-31,JP4.T,JP,1.0,1.0,0.5520833333333334,1.0,1.0994040346072962
Baseline,2025-03-31,JP3.T,JP,0.875,0.875,0.4479166666666667,0.875,0.3498358088479754
Baseline,2025-03-31,JP7.T,JP,0.75,0.75,0.2604166666666667,0.75,0.27973096211107445
Baseline,2025-03-31,JP2.T,JP,0.625,0.625,0.4479166666666667,0.625,0.11029300660166733
Baseline,2025-03-31,JP1.T,JP,0.5,0.125,0.3645833333333333,0.5,0.07521630662163342
Baseline,2025-03-31,JP6.T,JP,0.375,0.5,0.25,0.375,-0.37077871712789773
Baseline,2025-06-30,US7,US,1.0,1.0,0.4791666666666667,1.0,0.759125265805637
Baseline,2025-06-30,US6,US,0.875,0.625,0.34375,0.875,0.4314757803617717
Baseline,2025-06-30,US3,US,0.75,0.875,0.4166666666666667,0.75,0.3592898354659553
Baseline,2025-06-30,US2,US,0.625,0.75,0.3854166666666667,0.625,0.241348284704892
Baseline,2025-06-30,US4,US,0.5,0.5,0.6666666666666666,0.5,0.056489040723614325
Baseline,2025-06-30,US1,US,0.375,0.375,0.4479166666666667,0.375,-0.2449659148698055
Baseline,2025-06-30,JP4.T,JP,1.0,1.0,0.6979166666666666,1.0,1.1079540979894227
Baseline,2025-06-30,JP7.T,JP,0.875,0.75,0.4270833333333333,0.875,0.7151633485420682
Baseline,2025-06-30,JP3.T,JP,0.75,0.875,0.46875,0.75,0.006645143885214727
Baseline,2025-06-30,JP2.T,JP,0.625,0.625,0.34375,0.625,-0.031029726549145445
Baseline,2025-06-30,JP5.T,JP,0.5,0.5,0.46875,0.5,-0.3554804161243755
Baseline,2025-06-30,JP1.T,JP,0.375,0.125,0.21875,0.375,-0.42915660874858513
Baseline,2025-09-30,US6,US,1.0,1.0,0.5,1.0,0.9312699773947221
Baseline,2025-09-30,US3,US,0.875,0.875,0.3645833333333333,0.875,0.45421781005526957
Baseline,2025-09-30,US4,US,0.75,0.625,0.5,0.75,0.302480702203414
Baseline,2025-09-30,US7,US,0.625,0.75,0.2916666666666667,0.625,0.16184920131733094
Baseline,2025-09-30,US2,US,0.5,0.5,0.71875,0.5,-0.058128703597968054
Baseline,2025-09-30,US1,US,0.375,0.375,0.3020833333333333,0.375,-0.3377954164502356
Baseline,2025-09-30,JP4.T,JP,1.0,1.0,0.6666666666666666,1.0,1.1047968123173295
Baseline,2025-09-30,JP1.T,JP,0.875,0.125,0.09375,0.875,0.35808983757162
Baseline,2025-09-30,JP5.T,JP,0.75,0.875,0.6041666666666666,0.75,0.18885336009574827
Baseline,2025-09-30,JP7.T,JP,0.625,0.625,0.25,0.625,0.08669957603434617
Baseline,2025-09-30,JP0.T,JP,0.5,0.75,0.6041666666666666,0.5,-0.2341202888196009
Baseline,2025-09-30,JP6.T,JP,0.375,0.375,0.15625,0.375,-0.3535617911677035
Residual_20,2018-12-31,US3,US,1.0,1.0,0.5208333333333334,1.0,0.7580866910708451
Residual_20,2018-12-31,US6,US,0.875,0.625,0.3333333333333333,0.8250000000000001,0.6428545518681993
Residual_20,2018-12-31,US5,US,0.75,0.875,0.4166666666666667,0.7750000000000001,0.21118279568909482
Residual_20,2018-12-31,US4,US,0.625,0.5,0.5625,0.6,0.17396161301288995
Residual_20,2018-12-31,US7,US,0.5,0.375,0.4375,0.47500000000000003,-0.2798595134183243
Residual_20,2018-12-31,US0,US,0.375,0.125,0.3020833333333333,0.32500000000000007,-0.41502201149972906
Residual_20,2018-12-31,JP3.T,JP,1.0,0.75,0.46875,0.9500000000000001,0.892144852715878
Residual_20,2018-12-31,JP1.T,JP,0.875,0.875,0.5520833333333334,0.8750000000000001,0.7481567379899846
Residual_20,2018-12-31,JP0.T,JP,0.75,1.0,0.53125,0.8,0.3656953346720122
Residual_20,2018-12-31,JP5.T,JP,0.625,0.375,0.4479166666666667,0.575,0.016609784269769598
Residual_20,2018-12-31,JP7.T,JP,0.5,0.5,0.3020833333333333,0.5,-0.11068074475081727
Residual_20,2018-12-31,JP4.T,JP,0.375,0.125,0.16666666666666666,0.32500000000000007,-0.4579316669613257
Residual_20,2019-03-29,US3,US,1.0,1.0,0.4895833333333333,1.0,1.022931813937737
Residual_20,2019-03-29,US7,US,0.875,0.875,0.34375,0.8750000000000001,0.5028262262368348
Residual_20,2019-03-29,US6,US,0.75,0.5,0.6354166666666666,0.7000000000000001,0.34021989169174566
Residual_20,2019-03-29,US4,US,0.625,0.625,0.375,0.625,0.04948899076808164
Residual_20,2019-03-29,US0,US,0.5,0.75,0.40625,0.55,-0.06110086966937517
Residual_20,2019-03-29,US1,US,0.375,0.375,0.3333333333333333,0.37500000000000006,-0.4755342941434701
Residual_20,2019-03-29,JP3.T,JP,1.0,0.875,0.4895833333333333,0.9750000000000001,0.7803579473048027
Residual_20,2019-03-29,JP0.T,JP,0.875,1.0,0.4479166666666667,0.9000000000000001,0.6400913507353692
Residual_20,2019-03-29,JP5.T,JP,0.75,0.25,0.3645833333333333,0.6500000000000001,0.34985392996221065
Residual_20,2019-03-29,JP4.T,JP,0.625,0.625,0.5,0.625,0.1558745115566786
Residual_20,2019-03-29,JP1.T,JP,0.5,0.5,0.23958333333333334,0.5,0.022934410545459673
Residual_20,2019-03-29,JP7.T,JP,0.375,0.375,0.3645833333333333,0.37500000000000006,-0.22897947494130405
Residual_20,2019-06-28,US0,US,1.0,1.0,0.4583333333333333,1.0,0.4218909971408872
Residual_20,2019-06-28,US3,US,0.875,0.5,0.3229166666666667,0.8,0.41634395467843466
Residual_20,2019-06-28,US6,US,0.75,0.625,0.6458333333333334,0.7250000000000001,0.4148966228513166
Residual_20,2019-06-28,US4,US,0.625,0.875,0.6458333333333334,0.675,0.3421078477536663
Residual_20,2019-06-28,US5,US,0.375,0.75,0.19791666666666666,0.45000000000000007,-0.18654726959332474
Residual_20,2019-06-28,US7,US,0.5,0.25,0.3645833333333333,0.45,0.0672011220203802
Residual_20,2019-06-28,JP0.T,JP,1.0,1.0,0.3645833333333333,1.0,1.0611792498621084
Residual_20,2019-06-28,JP5.T,JP,0.875,0.375,0.5520833333333334,0.7750000000000001,0.460609021584705
Residual_20,2019-06-28,JP3.T,JP,0.75,0.875,0.4270833333333333,0.7750000000000001,0.34420561153178214
Residual_20,2019-06-28,JP7.T,JP,0.625,0.25,0.4270833333333333,0.55,0.05545768222347319
Residual_20,2019-06-28,JP1.T,JP,0.5,0.5,0.3020833333333333,0.5,-0.1758282516306289
Residual_20,2019-06-28,JP4.T,JP,0.375,0.75,0.40625,0.45000000000000007,-0.22573025687629975
Residual_20,2019-09-30,US1,US,1.0,1.0,0.65625,1.0,0.5633827565856264
Residual_20,2019-09-30,US3,US,0.875,0.25,0.25,0.7500000000000001,0.5395145959835123
Residual_20,2019-09-30,US7,US,0.75,0.5,0.5208333333333334,0.7000000000000001,0.39991309485986465
Residual_20,2019-09-30,US2,US,0.625,0.875,0.4479166666666667,0.675,-0.04376783047991985
Residual_20,2019-09-30,US0,US,0.5,0.625,0.3020833333333333,0.525,-0.2271304581952055
Residual_20,2019-09-30,US4,US,0.25,0.75,0.4270833333333333,0.35000000000000003,-0.42878998256635315
Residual_20,2019-09-30,JP0.T,JP,1.0,1.0,0.375,1.0,1.292631892897783
Residual_20,2019-09-30,JP5.T,JP,0.875,0.875,0.6041666666666666,0.8750000000000001,0.7294389944964809
Residual_20,2019-09-30,JP4.T,JP,0.75,0.75,0.5625,0.7500000000000001,0.02183944921481576
Residual_20,2019-09-30,JP3.T,JP,0.625,0.625,0.5416666666666666,0.625,-0.15337203649423706
Residual_20,2019-09-30,JP1.T,JP,0.5,0.5,0.25,0.5,-0.20538227837930773
Residual_20,2019-09-30,JP6.T,JP,0.375,0.375,0.14583333333333334,0.37500000000000006,-0.3955592018582055
Residual_20,2019-12-31,US1,US,1.0,1.0,0.625,1.0,0.7371931510542875
Residual_20,2019-12-31,US3,US,0.875,0.375,0.4791666666666667,0.7750000000000001,0.6747088862310425
Residual_20,2019-12-31,US7,US,0.75,0.75,0.3958333333333333,0.7500000000000001,0.09677087087911014
Residual_20,2019-12-31,US4,US,0.625,0.875,0.4166666666666667,0.675,-0.169139675648988
Residual_20,2019-12-31,US2,US,0.5,0.5,0.3125,0.5,-0.17146249956794257
Residual_20,2019-12-31,US6,US,0.375,0.125,0.14583333333333334,0.32500000000000007,-0.19146027053075165
Residual_20,2019-12-31,JP0.T,JP,1.0,0.75,0.5625,0.9500000000000001,0.8149350083421064
Residual_20,2019-12-31,JP4.T,JP,0.875,1.0,0.5,0.9000000000000001,0.7122286535723154
Residual_20,2019-12-31,JP3.T,JP,0.75,0.875,0.5208333333333334,0.7750000000000001,0.34905638166394226
Residual_20,2019-12-31,JP5.T,JP,0.625,0.25,0.21875,0.55,0.053739785383209004
Residual_20,2019-12-31,JP6.T,JP,0.5,0.5,0.3020833333333333,0.5,-0.1950535920870513
Residual_20,2019-12-31,JP1.T,JP,0.375,0.625,0.6458333333333334,0.42500000000000004,-0.39248847531900843
Residual_20,2020-03-31,US1,US,1.0,1.0,0.5208333333333334,1.0,1.0199840976684584
Residual_20,2020-03-31,US3,US,0.875,0.5,0.3333333333333333,0.8,0.4365823369877292
Residual_20,2020-03-31,US5,US,0.75,0.875,0.5416666666666666,0.7750000000000001,0.2358008732106182
Residual_20,2020-03-31,US6,US,0.625,0.25,0.375,0.55,0.024754782589777424
Residual_20,2020-03-31,US4,US,0.5,0.75,0.5625,0.55,-0.14059889543304888
Residual_20,2020-03-31,US7,US,0.375,0.625,0.4583333333333333,0.42500000000000004,-0.21848303782670256
Residual_20,2020-03-31,JP0.T,JP,1.0,0.625,0.4895833333333333,0.925,0.8702436046730162
Residual_20,2020-03-31,JP3.T,JP,0.875,0.75,0.3854166666666667,0.8500000000000001,0.4131815064232725
Residual_20,2020-03-31,JP4.T,JP,0.75,0.875,0.5520833333333334,0.7750000000000001,0.31439768499863907
Residual_20,2020-03-31,JP1.T,JP,0.625,1.0,0.46875,0.7,-0.029534062599745198
Residual_20,2020-03-31,JP5.T,JP,0.5,0.5,0.3854166666666667,0.5,-0.047234607639768514
Residual_20,2020-03-31,JP6.T,JP,0.375,0.375,0.5104166666666666,0.37500000000000006,-0.39627484503803145
Residual_20,2020-06-30,US1,US,1.0,0.875,0.25,0.9750000000000001,0.6352659932863662
Residual_20,2020-06-30,US5,US,0.875,1.0,0.5625,0.9000000000000001,0.6242231319234794
Residual_20,2020-06-30,US3,US,0.75,0.5,0.21875,0.7000000000000001,0.517921557649943
Residual_20,2020-06-30,US2,US,0.625,0.375,0.3645833333333333,0.575,-0.13321357554498997
Residual_20,2020-06-30,US6,US,0.5,0.625,0.6875,0.525,-0.29340276302740553
Residual_20,2020-06-30,US7,US,0.375,0.75,0.625,0.45000000000000007,-0.33312982579214045
Residual_20,2020-06-30,JP3.T,JP,1.0,0.875,0.4791666666666667,0.9750000000000001,0.6689612578926519
Residual_20,2020-06-30,JP0.T,JP,0.875,0.625,0.4791666666666667,0.8250000000000001,0.6362855339830281
Residual_20,2020-06-30,JP4.T,JP,0.75,0.75,0.3958333333333333,0.7500000000000001,0.25386209187839137
Residual_20,2020-06-30,JP1.T,JP,0.625,1.0,0.3541666666666667,0.7,0.2093108571347272
Residual_20,2020-06-30,JP2.T,JP,0.5,0.5,0.3645833333333333,0.5,-0.04537127710087311
Residual_20,2020-06-30,JP5.T,JP,0.375,0.375,0.4791666666666667,0.37500000000000006,-0.23204494021675034
Residual_20,2020-09-30,US3,US,1.0,0.875,0.3541666666666667,0.9750000000000001,0.8342337850570172
Residual_20,2020-09-30,US5,US,0.875,1.0,0.28125,0.9000000000000001,0.592082673008602
Residual_20,2020-09-30,US1,US,0.75,0.75,0.6666666666666666,0.7500000000000001,0.5478154245817124
Residual_20,2020-09-30,US6,US,0.625,0.5,0.4479166666666667,0.6,0.07671295377697974
Residual_20,2020-09-30,US7,US,0.5,0.375,0.2708333333333333,0.47500000000000003,-0.29387673670085146
Residual_20,2020-09-30,US4,US,0.375,0.625,0.4375,0.42500000000000004,-0.3076758519602001
Residual_20,2020-09-30,JP4.T,JP,1.0,1.0,0.5208333333333334,1.0,0.5971064368515789
Residual_20,2020-09-30,JP3.T,JP,0.875,0.625,0.4166666666666667,0.8250000000000001,0.5516040337364303
Residual_20,2020-09-30,JP2.T,JP,0.75,0.75,0.4583333333333333,0.7500000000000001,0.5494905404749173
Residual_20,2020-09-30,JP1.T,JP,0.625,0.875,0.5833333333333334,0.675,0.35193281767887596
Residual_20,2020-09-30,JP0.T,JP,0.5,0.25,0.14583333333333334,0.45,-0.12032757180635012
Residual_20,2020-09-30,JP5.T,JP,0.375,0.375,0.3541666666666667,0.37500000000000006,-0.35271131105913
Residual_20,2020-12-31,US5,US,1.0,0.875,0.2916666666666667,0.9750000000000001,1.0298856093207904
Residual_20,2020-12-31,US1,US,0.875,1.0,0.6041666666666666,0.9000000000000001,0.9796880603938685
Residual_20,2020-12-31,US3,US,0.75,0.5,0.4895833333333333,0.7000000000000001,0.054671261792616
Residual_20,2020-12-31,US7,US,0.625,0.625,0.4166666666666667,0.625,0.04709269340378387
Residual_20,2020-12-31,US6,US,0.5,0.75,0.40625,0.55,-0.06486686977601533
Residual_20,2020-12-31,US4,US,0.375,0.375,0.28125,0.37500000000000006,-0.522490706481652
Residual_20,2020-12-31,JP2.T,JP,1.0,1.0,0.53125,1.0,0.8804100496395324
Residual_20,2020-12-31,JP4.T,JP,0.875,0.875,0.5729166666666666,0.8750000000000001,0.6739792525406838
Residual_20,2020-12-31,JP1.T,JP,0.75,0.5,0.375,0.7000000000000001,0.10273377346278584
Residual_20,2020-12-31,JP3.T,JP,0.625,0.75,0.6979166666666666,0.65,0.09109434123418325
Residual_20,2020-12-31,JP0.T,JP,0.5,0.375,0.22916666666666666,0.47500000000000003,0.008117311897360875
Residual_20,2020-12-31,JP5.T,JP,0.375,0.625,0.4479166666666667,0.42500000000000004,-0.18826981972160584
Residual_20,2021-03-31,US3,US,1.0,1.0,0.625,1.0,1.0287534343035367
Residual_20,2021-03-31,US7,US,0.875,0.875,0.3958333333333333,0.8750000000000001,0.7217939860567246
Residual_20,2021-03-31,US1,US,0.75,0.75,0.4166666666666667,0.7500000000000001,0.12378649110907877
Residual_20,2021-03-31,US5,US,0.625,0.25,0.4375,0.55,0.04659515592769123
Residual_20,2021-03-31,US4,US,0.5,0.5,0.3333333333333333,0.5,-0.304880200368058
Residual_20,2021-03-31,US6,US,0.375,0.375,0.5,0.37500000000000006,-0.40566811565105687
Residual_20,2021-03-31,JP2.T,JP,1.0,0.75,0.3958333333333333,0.9500000000000001,1.0318614379505626
Residual_20,2021-03-31,JP3.T,JP,0.875,0.875,0.6041666666666666,0.8750000000000001,0.4567315055434124
Residual_20,2021-03-31,JP4.T,JP,0.75,0.625,0.4375,0.7250000000000001,0.4235833797658273
Residual_20,2021-03-31,JP0.T,JP,0.625,0.375,0.5,0.575,-0.04397760941581029
Residual_20,2021-03-31,JP5.T,JP,0.5,0.25,0.17708333333333334,0.45,-0.2969762559675282
Residual_20,2021-03-31,JP6.T,JP,0.25,1.0,0.4895833333333333,0.4,-0.5011922594128011
Residual_20,2021-06-30,US3,US,1.0,1.0,0.5520833333333334,1.0,1.0218611856244484
Residual_20,2021-06-30,US1,US,0.875,0.875,0.34375,0.8750000000000001,0.45295065671787205
Residual_20,2021-06-30,US4,US,0.75,0.75,0.2604166666666667,0.7500000000000001,0.3309051311742085
Residual_20,2021-06-30,US7,US,0.625,0.625,0.5416666666666666,0.625,0.3117919127735437
Residual_20,2021-06-30,US5,US,0.5,0.125,0.4375,0.42500000000000004,-0.2114970275276083
Residual_20,2021-06-30,US6,US,0.375,0.5,0.3125,0.4,-0.5587162083543422
Residual_20,2021-06-30,JP3.T,JP,1.0,0.875,0.5,0.9750000000000001,1.295600737885372
Residual_20,2021-06-30,JP0.T,JP,0.875,0.75,0.5729166666666666,0.8500000000000001,0.343230342859276
Residual_20,2021-06-30,JP2.T,JP,0.75,0.5,0.3645833333333333,0.7000000000000001,0.10707837159530409
Residual_20,2021-06-30,JP1.T,JP,0.625,1.0,0.625,0.7,-0.08925454863619761
Residual_20,2021-06-30,JP5.T,JP,0.5,0.125,0.16666666666666666,0.42500000000000004,-0.2781851430586062
Residual_20,2021-06-30,JP7.T,JP,0.375,0.375,0.3854166666666667,0.37500000000000006,-0.3007155059939056
Residual_20,2021-09-30,US3,US,1.0,0.875,0.40625,0.9750000000000001,0.9424296457149071
Residual_20,2021-09-30,US1,US,0.875,1.0,0.53125,0.9000000000000001,0.7500290344759476
Residual_20,2021-09-30,US7,US,0.75,0.375,0.23958333333333334,0.675,0.3149229537480751
Residual_20,2021-09-30,US2,US,0.625,0.625,0.4479166666666667,0.625,-0.19303090752083266
Residual_20,2021-09-30,US6,US,0.5,0.75,0.4895833333333333,0.55,-0.217371963432426
Residual_20,2021-09-30,US4,US,0.375,0.25,0.3854166666666667,0.35000000000000003,-0.3952330748321676
Residual_20,2021-09-30,JP1.T,JP,1.0,0.875,0.3645833333333333,0.9750000000000001,0.9414457477967987
Residual_20,2021-09-30,JP3.T,JP,0.875,0.75,0.3541666666666667,0.8500000000000001,0.6761337905722715
Residual_20,2021-09-30,JP0.T,JP,0.75,1.0,0.46875,0.8,0.6604393689476727
Residual_20,2021-09-30,JP6.T,JP,0.625,0.625,0.5625,0.625,-0.18436810488971483
Residual_20,2021-09-30,JP5.T,JP,0.5,0.125,0.3229166666666667,0.42500000000000004,-0.2747267047755921
Residual_20,2021-09-30,JP4.T,JP,0.375,0.375,0.375,0.37500000000000006,-0.5829929517514444
Residual_20,2021-12-31,US3,US,1.0,0.875,0.5,0.9750000000000001,0.8499237435530032
Residual_20,2021-12-31,US1,US,0.875,1.0,0.6666666666666666,0.9000000000000001,0.801136088832435
Residual_20,2021-12-31,US7,US,0.75,0.5,0.375,0.7000000000000001,0.16909954603796729
Residual_20,2021-12-31,US4,US,0.625,0.25,0.10416666666666667,0.55,0.03543951058148638
Residual_20,2021-12-31,US6,US,0.5,0.75,0.6458333333333334,0.55,-0.09071187484491676
Residual_20,2021-12-31,US2,US,0.375,0.375,0.3854166666666667,0.37500000000000006,-0.47450608435287406
Residual_20,2021-12-31,JP0.T,JP,1.0,1.0,0.5,1.0,0.8322308176268898
Residual_20,2021-12-31,JP1.T,JP,0.875,0.75,0.3958333333333333,0.8500000000000001,0.7472291727623425
Residual_20,2021-12-31,JP6.T,JP,0.75,0.875,0.625,0.7750000000000001,0.29645312544126246
Residual_20,2021-12-31,JP3.T,JP,0.625,0.625,0.4583333333333333,0.625,0.1587826952567939
Residual_20,2021-12-31,JP5.T,JP,0.5,0.125,0.3020833333333333,0.42500000000000004,-0.12926613480085952
Residual_20,2021-12-31,JP7.T,JP,0.375,0.375,0.25,0.37500000000000006,-0.3825895796434202
Residual_20,2022-03-31,US1,US,1.0,1.0,0.3333333333333333,1.0,0.7856757215467
Residual_20,2022-03-31,US3,US,0.875,0.875,0.625,0.8750000000000001,0.7671004426284467
Residual_20,2022-03-31,US7,US,0.75,0.75,0.34375,0.7500000000000001,0.26666965211740734
Residual_20,2022-03-31,US6,US,0.625,0.5,0.5833333333333334,0.6,0.017340442698798753
Residual_20,2022-03-31,US2,US,0.5,0.375,0.5208333333333334,0.47500000000000003,-0.32419541206002706
Residual_20,2022-03-31,US4,US,0.375,0.125,0.16666666666666666,0.32500000000000007,-0.391006716566421
Residual_20,2022-03-31,JP1.T,JP,1.0,1.0,0.4583333333333333,1.0,1.273795303475008
Residual_20,2022-03-31,JP6.T,JP,0.875,0.875,0.5625,0.8750000000000001,0.5126786401260813
Residual_20,2022-03-31,JP0.T,JP,0.75,0.75,0.3854166666666667,0.7500000000000001,0.13553000536339216
Residual_20,2022-03-31,JP3.T,JP,0.625,0.25,0.40625,0.55,-0.1513035145242034
Residual_20,2022-03-31,JP7.T,JP,0.5,0.375,0.19791666666666666,0.47500000000000003,-0.3297355516130342
Residual_20,2022-03-31,JP5.T,JP,0.375,0.125,0.21875,0.32500000000000007,-0.3542123788354738
Residual_20,2022-06-30,US2,US,1.0,1.0,0.6041666666666666,1.0,0.4468444769306326
Residual_20,2022-06-30,US6,US,0.875,0.375,0.3125,0.7750000000000001,0.37187706296979894
Residual_20,2022-06-30,US7,US,0.75,0.5,0.3541666666666667,0.7000000000000001,0.3262976237806216
Residual_20,2022-06-30,US1,US,0.625,0.75,0.6458333333333334,0.65,0.3142966071341522
Residual_20,2022-06-30,US5,US,0.375,0.875,0.4583333333333333,0.4750000000000001,-0.2262928762144309
Residual_20,2022-06-30,US3,US,0.5,0.25,0.3125,0.45,-0.2079120072197633
Residual_20,2022-06-30,JP1.T,JP,1.0,1.0,0.5104166666666666,1.0,1.3247088630945902
Residual_20,2022-06-30,JP6.T,JP,0.875,0.875,0.6145833333333334,0.8750000000000001,0.7186407008475454
Residual_20,2022-06-30,JP0.T,JP,0.75,0.375,0.3645833333333333,0.675,-0.14669182493995425
Residual_20,2022-06-30,JP7.T,JP,0.625,0.625,0.40625,0.625,-0.23986197714866847
Residual_20,2022-06-30,JP2.T,JP,0.5,0.5,0.46875,0.5,-0.35234091808509815
Residual_20,2022-06-30,JP4.T,JP,0.375,0.75,0.3645833333333333,0.45000000000000007,-0.40675562386409164
Residual_20,2022-09-30,US2,US,1.0,1.0,0.5,1.0,0.6688033204054938
Residual_20,2022-09-30,US6,US,0.875,0.875,0.3854166666666667,0.8750000000000001,0.45915323499489125
Residual_20,2022-09-30,US1,US,0.75,0.75,0.6145833333333334,0.7500000000000001,0.38040558373264566
Residual_20,2022-09-30,US4,US,0.625,0.25,0.3645833333333333,0.55,0.25891100198240824
Residual_20,2022-09-30,US5,US,0.5,0.625,0.4166666666666667,0.525,-0.1435330770403368
Residual_20,2022-09-30,US7,US,0.375,0.5,0.2604166666666667,0.4,-0.4585251026469378
Residual_20,2022-09-30,JP1.T,JP,1.0,1.0,0.40625,1.0,1.2433139038514642
Residual_20,2022-09-30,JP6.T,JP,0.875,0.75,0.5104166666666666,0.8500000000000001,0.33690160757175036
Residual_20,2022-09-30,JP7.T,JP,0.75,0.625,0.5729166666666666,0.7250000000000001,0.13414532093918888
Residual_20,2022-09-30,JP4.T,JP,0.5,0.875,0.6979166666666666,0.5750000000000001,-0.12328954272517342
Residual_20,2022-09-30,JP2.T,JP,0.625,0.375,0.15625,0.575,-0.09502243837859711
Residual_20,2022-09-30,JP0.T,JP,0.375,0.5,0.2916666666666667,0.4,-0.37876767025452396
Residual_20,2022-12-30,US2,US,1.0,0.875,0.5729166666666666,0.9750000000000001,0.7937478936381406
Residual_20,2022-12-30,US6,US,0.875,1.0,0.5729166666666666,0.9000000000000001,0.7860134608427272
Residual_20,2022-12-30,US5,US,0.75,0.75,0.14583333333333334,0.7500000000000001,0.500589658371068
Residual_20,2022-12-30,US4,US,0.625,0.625,0.46875,0.625,0.01563732442287477
Residual_20,2022-12-30,US0,US,0.5,0.375,0.25,0.47500000000000003,-0.29103553150244077
Residual_20,2022-12-30,US7,US,0.375,0.5,0.46875,0.4,-0.4266559671843158
Residual_20,2022-12-30,JP1.T,JP,1.0,1.0,0.3333333333333333,1.0,1.5552141867823666
Residual_20,2022-12-30,JP2.T,JP,0.875,0.375,0.1875,0.7750000000000001,0.3595401552969313
Residual_20,2022-12-30,JP4.T,JP,0.75,0.875,0.5625,0.7750000000000001,-0.007232586475729788
Residual_20,2022-12-30,JP6.T,JP,0.625,0.625,0.3125,0.625,-0.09093294476786037
Residual_20,2022-12-30,JP7.T,JP,0.5,0.75,0.3958333333333333,0.55,-0.14533071682992277
Residual_20,2022-12-30,JP3.T,JP,0.375,0.125,0.4270833333333333,0.32500000000000007,-0.3381276961021413
Residual_20,2023-03-31,US4,US,1.0,0.875,0.6875,0.9750000000000001,0.8878663851458698
Residual_20,2023-03-31,US6,US,0.875,1.0,0.4791666666666667,0.9000000000000001,0.7937960865997169
Residual_20,2023-03-31,US2,US,0.75,0.75,0.4166666666666667,0.7500000000000001,0.3283103789061229
Residual_20,2023-03-31,US7,US,0.625,0.625,0.5625,0.625,0.10304670688855425
Residual_20,2023-03-31,US0,US,0.5,0.375,0.3958333333333333,0.47500000000000003,-0.3939519777279701
Residual_20,2023-03-31,US1,US,0.375,0.5,0.2604166666666667,0.4,-0.4477370165927324
Residual_20,2023-03-31,JP1.T,JP,1.0,0.875,0.25,0.9750000000000001,1.1904783258438776
